item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11,item12,item13,item14,item15,item16,item17,item18,item19,item20,item21,item22,item23,item24,item25,item26,item27,item28,item29,item30,item31,item32,item33,item34,item35,item36,item37,item38,item39,item40,item41,item42,item43,item44,item45,item46,item47,item48,item49,item50,item51,item52,item53,item54,item55,item56,item57
5576,C,D,C,A,D,A,B,D,A,D,C,A,D,A,B,A,B,C,D,B,B,C,D,D,D,A,C,C,D,D,B,D,D,D,B,C,D,B,C,B,C,D,D,B,B,D,C,B,A,D,D,B,C,C,D,A,A
5577,B,B,C,B,A,C,D,C,A,C,A,D,A,C,A,B,C,C,B,A,C,C,A,B,C,B,D,D,A,A,D,C,B,B,C,B,D,D,B,B,D,D,D,B,D,D,C,D,A,B,B,B,A,B,D,B,C
5578,B,A,A,B,A,A,B,B,A,C,D,A,C,B,B,B,D,D,B,C,B,D,A,A,D,C,C,A,B,C,B,A,C,C,B,D,C,C,A,C,A,D,D,D,A,A,C,A,A,A,A,A,B,B,D,A,D
5579,D,A,B,C,B,C,C,C,B,B,B,C,B,A,B,A,D,A,B,A,C,B,A,A,C,A,C,A,B,C,C,D,D,A,A,D,B,D,A,A,B,A,D,D,D,D,B,C,D,A,B,B,D,A,D,C,D
5580,A,B,D,C,A,D,D,B,B,A,B,B,C,C,C,D,D,D,D,A,B,B,A,A,D,D,C,A,A,C,C,A,C,C,A,B,C,B,B,C,B,B,B,B,D,B,C,B,A,B,D,A,A,B,D,C,D
5581,D,C,A,B,C,C,C,A,C,A,D,B,B,A,C,A,A,B,B,C,D,B,C,A,D,A,D,C,B,A,A,A,A,C,A,C,C,B,B,C,A,C,C,D,B,A,D,D,C,B,C,B,A,B,D,C,C
5582,B,A,A,B,C,D,A,B,B,D,C,D,A,D,A,A,A,A,B,D,D,D,C,C,A,A,D,B,B,A,A,C,A,A,D,C,A,C,D,A,A,B,B,A,D,B,B,B,A,B,A,C,B,B,D,C,C
5583,B,D,C,D,B,B,A,B,A,B,A,A,D,A,C,A,D,B,C,D,B,C,B,D,B,B,C,B,D,A,B,B,C,D,A,A,C,B,C,D,A,D,B,A,A,D,C,C,D,A,B,A,A,C,B,C,D
5584,C,D,D,B,C,C,B,C,B,B,C,B,D,C,C,A,D,C,C,D,A,B,B,C,B,A,C,B,D,B,D,D,A,D,B,C,D,D,B,D,B,D,D,D,A,A,A,D,B,C,B,D,B,D,C,C,A
5585,C,A,C,D,D,D,C,B,C,B,C,D,D,B,C,C,C,D,D,D,C,A,B,A,B,D,C,D,D,A,C,C,B,D,A,C,D,B,C,A,D,B,B,D,A,A,A,A,C,D,C,B,D,C,A,A,D
5586,A,C,D,D,C,C,D,A,C,C,A,D,B,B,C,B,A,A,A,D,B,B,B,B,D,D,B,C,B,A,D,A,D,C,B,C,B,A,A,A,B,A,A,C,C,C,C,C,C,C,D,B,B,D,B,A,C
5587,C,C,A,B,D,C,C,A,D,D,B,C,C,A,B,C,A,B,C,A,B,B,A,D,C,A,D,C,A,B,C,C,A,A,A,C,D,C,A,C,B,C,B,A,B,B,A,C,D,A,D,D,D,B,C,C,D
5588,C,C,D,B,C,A,C,C,D,D,C,B,D,D,C,D,C,C,D,C,B,B,A,A,B,D,B,C,D,A,A,C,D,D,A,B,C,D,B,C,D,A,A,C,C,C,A,B,C,C,C,C,A,B,C,B,A
5589,A,A,C,C,D,A,B,C,A,B,D,A,B,B,B,B,B,B,C,C,D,B,A,A,C,D,A,D,D,A,C,B,C,B,A,A,A,A,B,D,C,B,A,C,D,D,D,A,D,A,C,A,D,D,C,B,D
5590,A,D,A,D,A,B,D,D,A,D,B,D,C,C,A,D,A,B,A,C,C,C,D,A,B,C,B,A,C,C,A,C,B,B,D,B,D,D,D,C,B,B,D,B,C,C,C,B,D,B,A,C,A,B,A,B,D
5591,D,C,B,A,A,B,B,D,B,D,D,D,D,A,A,B,C,B,D,D,C,C,B,B,D,B,B,D,B,C,D,C,A,D,C,C,D,C,D,B,C,A,D,B,A,B,C,D,B,A,D,D,B,C,B,A,C
5592,A,A,D,C,C,D,A,C,A,B,D,D,D,A,B,A,D,D,B,D,A,B,C,A,A,B,C,B,D,D,B,C,B,C,D,B,C,C,C,D,A,A,A,A,B,A,C,B,D,C,D,D,C,D,D,C,D
5593,B,C,D,D,A,A,A,B,B,C,D,B,C,B,B,C,A,A,B,B,C,C,C,D,D,A,A,A,A,C,B,B,C,D,A,A,B,C,C,D,D,B,B,C,B,A,A,A,D,A,C,C,C,D,D,D,B
5594,A,A,D,D,D,B,A,D,B,D,D,D,D,A,A,A,C,A,C,D,A,B,D,C,D,D,A,D,D,A,A,D,A,D,C,B,D,A,C,C,C,D,A,D,A,A,D,B,D,A,D,D,D,A,D,C,D
5595,C,B,C,B,D,A,A,D,D,A,B,B,D,C,A,B,B,D,B,C,B,A,B,D,C,B,B,C,B,B,A,B,B,D,B,D,C,D,D,D,B,D,C,C,C,D,A,C,D,B,A,C,B,C,B,C,C
5596,D,A,B,C,A,C,A,C,A,C,C,A,C,B,B,A,C,A,C,A,C,C,B,C,C,A,A,D,B,B,B,B,A,C,D,C,C,B,D,D,B,D,D,B,C,C,B,C,C,D,C,C,D,A,C,D,A
5597,D,A,A,B,B,A,C,B,C,A,D,B,C,C,C,A,D,C,C,B,B,B,A,C,B,C,D,B,C,C,D,B,D,D,C,A,B,B,B,C,D,B,B,D,C,C,A,B,C,C,B,C,B,A,A,D,D
5598,C,D,A,D,D,D,D,C,C,B,A,D,B,D,C,B,B,B,A,C,D,C,A,C,A,D,C,A,D,A,C,A,D,D,B,C,A,A,C,C,C,D,D,D,A,B,B,D,A,A,C,A,C,C,B,C,C
5599,A,D,A,D,B,A,C,C,C,A,C,D,D,B,C,D,B,A,A,C,C,B,C,C,B,B,D,B,B,A,A,A,A,C,C,C,A,B,C,B,A,C,B,C,B,A,D,B,B,C,B,D,D,A,D,A,A
5600,D,B,D,B,B,A,B,D,B,C,B,A,A,D,A,A,D,C,D,C,B,B,B,D,B,B,C,B,C,A,A,D,C,B,D,C,C,B,C,C,C,B,C,D,D,B,B,B,A,B,B,D,D,C,B,D,C
5601,A,C,D,B,B,A,A,A,A,A,A,A,A,D,D,A,C,B,D,A,D,C,C,C,B,D,D,B,D,D,D,D,A,D,B,A,A,B,B,D,D,B,B,D,C,D,D,C,B,C,C,A,B,C,B,C,C
5602,D,D,B,B,D,C,B,C,B,D,C,D,B,A,A,A,B,A,B,B,D,C,A,A,C,C,A,D,B,B,A,D,D,B,C,D,A,C,C,B,B,D,B,B,C,C,B,B,C,A,B,B,B,C,D,C,D
5603,C,D,C,A,D,A,C,B,A,D,A,A,D,C,A,C,C,A,B,C,D,A,B,C,A,C,C,B,D,C,D,B,C,C,A,D,C,A,C,C,D,B,D,C,A,A,C,B,A,A,D,A,D,B,A,C,A
5604,B,B,A,A,A,D,A,B,D,A,B,A,C,A,A,C,C,D,C,A,C,C,A,A,A,D,A,A,C,C,B,D,C,B,B,C,B,D,B,B,C,D,C,D,D,D,C,C,C,D,A,D,A,C,C,C,D
5605,D,A,C,C,D,D,B,D,A,C,D,A,A,C,C,C,C,C,C,B,A,B,A,C,C,A,A,D,A,D,D,B,D,D,D,C,B,B,C,B,A,A,C,A,D,D,A,D,C,B,A,D,C,C,A,D,A
5606,B,A,B,C,C,A,A,B,C,B,B,C,D,C,C,D,C,D,A,B,C,C,B,B,C,C,A,C,D,D,C,B,C,D,C,D,C,C,D,A,B,A,D,A,A,A,C,D,D,C,B,D,D,C,A,C,D
5607,A,B,C,A,B,D,B,D,B,A,B,B,B,C,B,B,D,B,D,A,B,C,B,A,B,D,A,D,B,C,A,B,A,A,D,B,B,D,B,B,D,A,C,A,D,C,B,C,C,A,A,A,D,A,A,B,A
5608,A,D,B,D,B,A,B,B,D,C,C,C,C,B,C,C,C,D,D,D,B,A,C,D,A,B,B,B,B,A,A,C,D,B,C,C,C,A,A,C,B,C,C,A,A,D,D,B,B,D,B,C,B,D,D,B,D
5609,D,A,D,D,D,D,D,A,C,A,A,D,C,C,D,A,C,B,D,D,A,D,A,B,D,C,B,A,A,D,B,B,D,D,C,D,B,D,C,C,C,B,D,C,C,C,B,B,D,B,B,A,A,C,A,B,B
5610,D,A,B,A,C,C,A,A,D,D,A,A,B,C,B,B,A,D,A,D,B,B,A,A,C,A,C,A,C,D,D,A,A,C,D,D,A,D,A,D,B,B,D,C,C,B,D,C,B,D,A,C,D,A,A,D,B
5611,D,A,B,C,C,B,B,B,B,C,C,D,B,B,B,C,D,D,B,B,D,B,D,A,B,C,B,B,D,C,C,A,A,A,A,D,D,D,A,A,D,A,D,D,B,C,D,B,B,B,B,B,D,A,D,A,C
5612,D,A,D,A,A,A,C,B,C,A,A,A,C,C,A,D,A,A,C,C,B,D,A,B,B,C,C,C,D,C,C,C,D,D,A,A,D,C,C,B,B,A,C,A,A,A,B,D,D,B,C,A,C,D,D,A,C
5613,A,D,B,C,A,A,A,B,A,C,A,C,B,C,B,B,D,D,C,B,A,C,A,C,D,D,A,A,C,B,D,A,D,D,A,B,B,A,C,B,A,B,A,D,C,B,C,B,C,A,D,A,D,C,D,C,C
5614,B,C,D,B,A,B,D,B,B,C,D,A,A,D,B,C,A,A,D,A,C,D,A,C,B,B,B,C,C,A,C,A,C,A,C,C,C,A,A,B,B,D,B,A,B,D,C,D,B,B,C,B,D,B,A,B,C
5615,C,C,C,D,C,D,C,C,B,D,D,C,C,D,A,A,B,C,D,D,C,C,A,C,A,D,B,C,A,B,C,B,C,C,A,B,D,B,C,D,B,C,B,A,A,A,C,D,B,D,B,C,D,A,C,D,A
5616,A,C,A,B,D,A,A,B,D,C,A,C,B,C,A,C,A,B,D,A,A,A,C,D,A,D,B,C,C,C,D,D,A,A,B,D,A,A,A,B,C,D,A,B,C,B,D,D,D,B,B,A,C,C,D,D,B
5617,C,B,B,B,A,C,B,C,A,C,C,C,C,D,A,A,C,A,A,C,B,B,A,C,D,D,A,B,A,A,A,A,A,D,C,B,B,C,C,D,C,A,B,A,B,D,C,D,C,A,A,A,D,D,C,B,C
5618,A,A,B,B,C,C,D,A,D,C,D,A,D,A,C,A,D,D,A,A,D,C,B,B,B,B,C,A,B,D,C,A,A,C,D,D,C,C,B,A,B,D,B,C,B,A,A,D,A,A,D,D,B,A,B,C,C
5619,A,D,D,D,D,C,D,A,A,D,B,A,C,A,C,A,D,A,C,B,D,C,C,D,B,C,B,C,D,C,C,C,D,D,D,C,A,A,D,C,B,D,B,D,B,B,B,D,B,C,B,C,A,D,A,B,C
5620,B,C,C,A,D,D,D,D,A,D,B,A,A,D,A,C,B,D,D,A,D,A,B,D,B,C,D,B,A,D,D,A,B,A,D,C,C,C,A,A,A,D,B,A,B,D,C,B,D,A,B,C,D,B,A,C,D
5621,C,D,B,C,D,C,C,D,B,B,D,C,D,B,D,C,D,C,D,A,C,A,D,A,B,D,A,A,D,D,D,D,A,A,A,D,A,A,C,D,B,D,B,A,C,B,A,D,C,C,B,B,C,D,D,C,C
5622,A,C,D,A,C,B,B,A,B,C,C,B,B,D,C,B,C,C,C,C,A,A,B,C,B,C,A,D,A,A,D,D,D,A,D,C,A,B,C,A,C,B,B,A,D,B,D,C,C,A,B,A,C,B,A,C,D
5623,C,D,A,C,B,A,B,C,A,A,D,C,B,D,B,A,A,D,C,B,B,C,B,D,C,A,D,B,B,A,D,D,D,B,C,C,A,B,B,A,D,D,B,A,D,B,D,C,B,B,D,C,B,D,C,A,B
5624,A,D,B,D,D,C,B,B,D,D,B,A,D,A,B,B,D,B,B,A,A,D,D,B,D,C,A,D,A,C,C,D,B,A,B,A,C,A,A,D,D,B,D,B,A,B,B,B,A,C,A,B,B,D,D,C,B
5625,A,B,A,A,B,B,B,D,C,A,B,A,C,C,D,D,D,C,B,B,A,B,A,D,A,C,B,B,D,D,C,A,C,B,D,A,C,C,C,A,D,B,C,C,D,C,A,A,D,A,B,C,C,C,B,C,C
5626,B,A,D,D,B,B,A,B,B,C,B,C,C,D,A,C,B,D,B,D,C,A,A,C,D,A,C,A,B,D,B,A,C,B,B,B,C,A,C,B,C,C,A,B,A,C,B,A,D,C,C,B,D,C,B,C,C
5627,B,D,D,A,C,D,C,C,B,A,B,A,A,B,C,C,A,B,C,C,B,B,B,C,B,D,B,C,A,C,D,C,A,C,A,D,B,A,A,C,C,D,A,C,B,A,A,B,A,B,D,B,C,B,A,B,C
5628,A,A,D,D,A,B,B,C,A,B,D,C,B,B,A,A,A,D,D,A,A,A,A,A,B,B,D,A,C,D,A,C,A,B,C,A,B,C,B,D,D,A,D,C,A,D,B,A,B,B,A,D,A,A,C,A,C
5629,A,C,B,B,A,D,C,B,B,C,A,A,C,A,B,B,D,D,B,D,A,A,B,A,C,C,A,A,C,D,D,D,D,C,D,A,D,B,B,C,D,A,C,C,C,D,A,C,B,C,C,A,D,D,A,D,D
5630,D,B,C,D,B,B,C,D,D,D,B,A,D,A,B,C,D,B,D,A,A,C,A,C,B,B,B,D,C,C,C,D,C,B,A,D,A,D,D,A,D,C,D,B,B,B,A,B,C,A,B,C,D,D,D,A,D
5631,D,C,B,B,C,D,D,D,C,A,A,A,A,B,D,B,D,A,A,A,B,A,A,D,D,B,D,B,C,B,B,A,A,C,A,C,B,A,C,C,D,A,A,B,B,A,A,A,D,C,A,C,A,C,A,A,C
5632,D,D,B,A,D,D,C,C,A,B,A,B,B,A,B,A,B,D,C,C,D,A,A,C,B,B,C,D,B,C,D,B,C,C,A,D,C,B,A,D,D,D,D,D,B,B,A,B,B,B,C,A,B,D,D,C,D
5633,B,A,A,D,D,C,B,B,C,A,C,C,B,D,C,B,B,B,D,D,C,B,D,A,B,D,A,B,D,A,D,A,D,B,C,A,C,D,A,B,C,D,B,C,D,C,A,C,B,C,C,C,B,B,A,A,A
5634,B,B,B,D,D,B,B,D,A,A,B,A,C,D,C,D,D,B,C,A,B,A,C,D,C,D,A,D,D,B,B,A,B,B,D,A,B,C,C,C,D,C,D,D,B,C,A,A,A,C,B,D,C,C,C,C,C
5635,A,B,A,A,B,A,A,A,B,B,A,D,C,B,B,C,B,B,D,D,B,D,B,B,B,D,B,B,B,D,D,B,B,B,A,A,D,B,B,D,D,D,A,C,A,C,C,A,C,D,A,D,C,C,D,C,C
5636,C,B,C,D,A,B,A,B,A,C,B,D,A,C,C,C,B,A,A,A,C,D,C,B,D,A,C,A,A,B,B,C,D,A,B,B,C,C,D,A,A,D,D,B,C,C,C,A,B,A,C,A,A,A,C,B,C
5637,D,B,B,C,D,B,C,B,A,A,A,B,C,A,B,A,A,B,D,D,D,B,C,A,D,C,A,B,C,B,C,A,B,B,C,D,B,B,B,D,C,D,C,B,C,A,A,D,A,D,A,C,C,B,C,B,C
5638,D,D,A,D,B,A,C,C,B,B,D,A,A,C,C,B,C,C,C,C,B,A,C,B,B,B,A,C,C,C,D,B,A,A,D,A,B,B,A,B,A,C,B,C,A,A,C,A,B,A,B,A,D,A,C,C,B
5639,D,C,B,D,B,B,D,B,C,B,B,D,A,D,B,D,C,A,B,C,A,A,C,D,C,D,C,B,B,D,A,C,B,B,C,B,A,A,B,A,D,C,B,B,B,A,A,B,B,A,B,D,C,C,A,A,B
5640,A,B,B,D,B,A,B,A,C,D,C,D,D,A,B,A,D,C,A,D,D,B,B,D,C,C,B,C,C,B,C,A,B,C,D,A,C,A,C,C,A,D,D,A,A,A,C,B,A,A,A,D,A,D,A,B,B
5641,D,A,D,A,B,C,C,B,B,C,C,A,D,A,C,D,B,B,C,C,C,A,B,C,D,B,A,B,D,B,C,D,A,A,A,C,D,B,B,C,C,C,B,B,C,A,B,B,C,C,B,B,C,A,B,D,D
5642,C,A,B,C,C,C,D,A,C,B,B,A,C,A,D,C,A,D,B,C,A,D,C,C,D,C,A,C,A,A,A,B,C,C,D,A,B,D,C,D,C,B,B,D,A,B,D,D,D,C,A,D,B,A,B,C,C
5643,D,A,C,A,D,D,A,A,C,A,D,B,C,D,B,B,A,B,B,C,D,D,C,C,A,B,B,C,C,D,A,B,D,D,A,D,B,C,D,D,C,D,D,D,C,B,D,B,B,A,B,B,A,B,B,D,B
5644,D,B,C,C,B,B,B,C,B,B,B,C,C,C,C,D,D,C,A,D,B,A,B,A,D,B,D,B,D,D,D,C,A,A,A,D,C,B,C,C,C,C,A,D,A,A,C,D,B,A,A,D,D,A,D,A,B
5645,B,B,B,D,B,B,D,D,A,A,A,B,B,B,B,A,D,B,A,C,D,C,D,A,D,D,B,C,D,A,B,A,B,A,B,A,D,B,C,B,B,A,C,C,B,A,B,D,D,C,C,B,C,C,D,A,A
5646,C,B,C,C,C,B,A,D,D,D,D,D,D,D,A,C,A,C,D,D,D,D,C,D,C,A,D,B,A,D,A,D,C,D,C,D,D,D,B,D,D,A,D,B,D,A,A,A,B,D,C,B,D,D,C,B,B
5647,A,B,C,D,A,D,C,A,D,B,D,A,C,C,C,C,D,A,A,B,C,A,C,A,B,A,C,C,D,D,B,D,D,D,B,A,D,C,A,A,C,C,C,B,C,A,B,B,A,C,A,B,B,B,B,A,D
5648,D,C,D,A,C,D,D,C,C,A,B,A,D,D,D,B,D,C,D,C,A,C,C,B,B,B,A,D,D,B,A,C,B,D,D,B,D,C,B,A,A,D,B,D,A,B,D,C,A,B,D,B,B,A,B,B,C
5649,D,D,C,C,B,C,B,C,B,D,B,D,C,A,B,A,A,C,D,B,D,B,C,D,A,A,A,D,D,D,C,D,C,A,B,C,C,C,A,B,D,D,A,A,C,A,A,A,C,D,A,A,C,C,A,A,D
5650,B,D,D,D,B,C,C,D,B,D,A,C,B,D,B,C,D,A,B,D,B,C,D,A,B,D,A,C,A,D,D,A,D,A,C,B,A,D,A,D,C,C,A,A,B,D,D,B,D,D,C,C,D,A,D,B,A
5651,A,B,B,C,C,C,B,D,C,B,A,C,D,B,D,B,A,C,B,C,C,C,A,B,D,C,A,D,C,A,C,B,C,B,D,D,C,C,C,A,D,A,B,B,C,A,D,D,C,C,A,D,D,D,A,D,C
5652,A,C,B,A,C,B,C,D,B,B,B,D,C,A,D,D,C,D,C,B,D,C,D,D,D,A,D,C,A,D,C,A,B,C,B,C,D,B,D,C,C,B,B,A,C,D,C,D,D,A,A,A,A,A,C,A,B
5653,A,A,D,A,C,C,A,B,A,D,B,A,B,B,B,D,B,C,B,C,A,C,A,B,B,C,D,B,B,B,B,B,B,C,A,A,C,D,A,C,B,D,C,B,A,D,D,D,D,B,D,B,C,B,D,D,C
5654,C,A,D,D,A,D,D,D,A,B,A,A,A,C,D,D,B,D,D,D,B,D,D,D,C,B,A,A,D,A,D,B,A,A,A,B,D,D,B,A,A,C,A,B,C,D,D,D,C,A,C,C,C,C,C,A,B
5655,D,D,C,B,B,C,A,B,C,D,C,A,B,C,B,A,B,D,D,D,D,A,A,C,B,A,C,D,D,B,D,B,D,B,A,B,A,C,B,B,B,A,D,C,A,D,D,C,B,C,C,D,A,C,A,C,C
5656,A,D,A,D,D,B,C,D,C,C,D,B,C,C,C,C,B,C,B,D,A,B,B,B,C,A,D,A,A,A,B,B,C,C,A,B,A,A,D,B,C,C,C,C,A,D,A,D,B,D,C,C,A,B,D,D,D
5657,C,A,C,B,D,B,A,D,B,A,B,B,D,C,B,A,D,C,A,A,A,D,A,B,C,C,B,C,D,C,C,A,B,B,C,C,C,B,D,A,B,D,D,D,D,B,B,D,D,C,C,A,C,C,D,C,C
5658,A,D,A,D,B,B,D,C,D,B,B,D,D,B,B,C,B,C,D,B,C,C,B,C,D,C,B,A,B,C,B,D,B,C,A,C,C,D,D,C,C,C,A,B,D,D,C,B,A,D,D,A,A,B,B,A,D
5659,D,C,C,C,A,C,C,B,A,B,D,A,B,B,A,B,C,B,C,A,D,B,D,B,D,D,D,C,A,A,B,A,C,D,C,D,C,D,A,B,D,B,D,D,B,D,B,B,C,A,A,A,C,C,B,D,D
5660,B,C,C,B,B,D,D,A,A,C,C,A,C,D,A,C,B,A,C,C,A,C,D,D,A,A,D,C,C,A,D,C,B,C,D,C,B,B,C,C,B,A,D,D,B,A,B,C,B,B,B,D,B,B,B,A,A
5661,A,B,B,C,A,A,C,A,D,C,C,B,D,C,C,C,D,B,B,B,A,C,D,A,D,C,D,B,A,A,D,B,C,A,C,D,D,C,B,B,C,A,A,C,A,D,A,C,A,B,C,C,C,A,C,B,C
5662,B,C,D,B,C,A,B,C,C,C,A,D,D,A,D,D,D,D,A,C,D,A,A,B,D,D,A,D,A,C,D,D,B,B,C,D,C,C,B,C,C,A,B,A,C,B,D,B,D,A,C,B,A,B,C,B,C
5663,D,D,C,C,B,A,A,B,B,B,C,B,C,C,D,C,B,D,A,D,A,D,B,A,A,C,A,A,B,B,C,D,D,B,B,D,C,B,C,C,B,C,B,C,D,C,D,A,B,C,B,B,C,A,A,D,A
5664,B,D,C,D,A,D,A,C,B,B,B,A,B,A,B,D,A,D,A,D,C,A,D,A,B,B,B,B,A,C,C,A,C,C,A,D,D,C,D,D,C,C,C,A,C,B,A,A,D,C,C,D,C,C,B,D,A
5665,A,C,D,B,B,A,C,C,A,D,D,D,C,D,A,B,A,C,A,B,B,B,C,D,C,D,B,A,A,D,C,B,A,B,A,A,B,B,A,D,D,C,B,C,B,B,A,A,D,C,D,B,B,C,B,C,B
5666,D,A,D,D,B,C,C,A,A,D,B,D,B,D,B,A,C,D,B,A,B,A,B,A,A,B,B,D,D,C,D,D,B,B,D,B,D,C,B,C,C,C,A,C,B,B,A,C,B,C,C,C,D,C,C,C,A
5667,A,C,A,A,D,A,B,A,B,C,B,A,B,B,D,C,C,B,B,B,A,C,C,B,A,B,A,C,D,A,A,B,D,B,D,C,B,A,D,C,B,D,C,A,C,D,C,D,C,A,B,B,C,C,C,B,A
5668,A,B,C,A,D,A,A,D,D,A,A,C,C,C,C,B,D,B,A,B,C,C,A,A,B,A,D,B,A,D,B,A,B,B,A,C,C,B,B,A,A,A,D,C,B,C,C,A,B,D,A,B,A,C,D,B,B
5669,A,D,D,B,C,A,A,C,B,D,D,D,B,D,D,B,C,C,A,D,D,D,D,A,A,A,B,C,C,D,D,B,B,C,B,C,D,B,B,D,A,D,B,A,B,B,D,A,B,D,B,D,D,D,C,C,D
5670,A,A,A,B,B,D,D,B,C,D,A,B,B,A,D,B,C,C,A,B,A,A,D,C,B,C,C,B,B,B,D,A,A,D,A,B,D,A,B,B,A,A,D,A,D,D,C,C,C,C,A,A,D,C,A,B,A
5671,C,B,D,A,C,D,C,C,D,C,B,B,B,B,C,B,B,B,A,B,B,B,B,C,D,B,D,C,C,C,A,C,C,A,B,D,C,A,C,C,D,C,D,C,B,A,A,D,C,C,B,C,C,D,B,D,B
5672,C,B,A,B,C,A,C,A,B,A,C,D,D,D,C,C,B,A,D,A,C,A,B,A,D,D,D,A,D,D,C,B,C,C,C,B,C,A,D,A,D,D,B,D,C,A,A,C,D,D,A,C,D,B,A,B,C
5673,C,B,D,A,C,C,B,A,C,A,A,C,D,C,C,B,A,D,B,C,D,C,A,C,C,C,D,A,B,A,A,D,A,B,D,C,D,C,D,C,B,D,B,C,B,A,C,B,C,B,B,B,A,C,C,C,C
5674,B,A,D,A,C,C,B,C,A,A,A,C,B,C,A,C,B,B,C,B,B,A,A,D,B,B,B,C,B,D,B,C,B,C,D,B,A,C,A,D,C,D,C,C,C,C,D,A,A,D,C,B,A,C,C,A,A
5675,A,B,D,D,A,A,D,D,D,B,A,D,C,A,B,C,B,B,B,D,A,C,B,D,D,D,D,A,D,C,D,A,A,D,B,D,D,C,A,C,B,B,C,B,C,B,A,B,D,A,A,D,C,D,C,C,B
5676,A,A,A,B,B,B,D,A,C,C,B,C,B,D,D,C,B,C,C,C,B,D,A,A,C,A,B,A,D,D,D,C,C,A,B,D,B,C,C,A,B,A,A,C,D,B,A,C,D,C,D,D,D,C,B,D,D
5677,A,A,D,B,C,A,A,D,C,D,C,D,D,A,C,C,C,B,D,D,D,B,A,B,B,B,C,D,D,D,D,B,A,C,A,C,B,D,C,A,A,A,A,C,D,D,A,B,A,C,D,D,C,D,D,D,C
5678,B,B,A,B,A,A,A,B,B,A,B,B,D,D,B,B,C,A,D,D,B,A,B,B,D,D,B,A,D,C,D,A,A,B,D,B,C,D,C,C,B,B,A,C,C,A,C,C,D,B,B,B,D,D,D,D,C
5679,A,A,D,B,B,A,C,D,B,B,C,C,A,D,D,C,B,C,A,C,A,C,C,B,C,C,D,A,A,D,A,A,C,D,D,A,B,A,B,D,A,B,D,C,B,B,C,C,C,D,A,D,C,D,A,A,A
5680,A,C,C,A,B,D,C,C,D,C,D,D,D,C,C,B,D,C,D,D,D,C,B,A,B,D,A,B,D,D,C,C,B,A,A,B,C,D,B,A,B,A,B,D,C,B,A,C,B,B,A,A,D,B,C,D,A
5681,B,C,A,D,A,D,D,A,D,B,C,C,D,B,C,A,B,C,B,D,C,D,D,C,A,B,A,C,C,D,C,A,A,A,A,C,D,B,C,C,C,D,B,B,A,B,B,C,B,D,C,A,D,B,A,B,C
5682,D,B,A,A,B,B,C,C,D,C,A,A,C,D,B,B,B,A,A,D,C,A,C,C,A,A,A,C,B,C,B,B,A,C,B,D,C,C,B,B,D,A,A,D,D,C,B,B,C,B,C,B,A,D,A,B,D
5683,D,B,D,B,A,C,D,C,C,D,C,A,D,C,C,C,D,D,D,B,A,C,C,A,D,C,D,C,D,D,B,D,D,B,B,D,A,C,C,C,D,C,A,D,A,B,D,A,B,B,C,C,A,C,D,C,D
5684,D,C,B,B,A,B,D,A,D,D,B,C,D,A,C,B,B,C,A,B,A,C,C,D,C,D,C,D,C,A,D,C,C,D,C,C,B,D,B,A,D,A,D,C,A,C,A,C,B,C,B,A,B,A,C,B,D
5685,A,B,A,B,B,C,B,C,B,B,A,C,B,A,A,D,C,A,D,C,C,A,D,A,D,C,D,D,B,A,A,A,B,B,C,A,A,D,B,B,B,D,D,A,A,A,B,D,B,D,D,D,D,D,A,A,B
5686,D,D,A,A,B,A,A,B,C,D,A,D,C,C,B,A,A,C,A,C,B,B,A,B,A,C,C,B,B,B,A,A,C,C,C,C,B,A,D,B,B,A,A,A,D,A,C,D,D,D,B,B,A,B,D,D,B
5687,A,D,C,C,C,A,A,C,C,D,D,C,D,B,C,A,D,C,C,C,A,D,C,A,C,D,B,B,A,A,C,B,B,A,B,C,D,A,A,A,B,C,C,B,D,A,B,A,A,C,C,A,D,C,A,A,D
5688,C,D,C,C,C,B,C,D,B,B,C,A,B,D,D,A,A,A,D,B,B,D,B,D,A,C,D,D,A,B,A,C,A,D,D,A,D,A,A,B,B,A,D,D,C,D,D,B,A,B,A,A,D,D,D,A,D
5689,A,C,A,D,C,B,D,C,A,B,D,D,C,C,D,B,B,B,D,C,A,B,D,C,A,D,C,C,D,A,B,B,A,B,A,B,C,D,B,A,D,D,B,C,B,C,C,D,B,B,D,A,B,C,D,B,A
5690,D,B,A,D,A,A,B,D,C,D,C,B,C,C,D,A,A,C,D,B,A,C,C,B,C,B,D,A,C,B,D,D,B,C,B,C,C,B,B,A,A,B,C,C,A,D,A,C,C,C,B,A,C,B,A,B,C
5691,B,B,A,A,D,D,D,A,A,B,C,D,B,B,B,A,B,D,D,B,A,A,C,B,C,D,A,D,A,D,A,B,C,A,B,C,B,C,A,D,A,A,D,C,C,D,D,B,B,B,B,A,B,B,B,C,B
5692,C,B,C,B,B,B,A,D,B,A,C,D,B,B,D,B,D,D,C,D,C,B,B,D,B,A,B,C,D,A,C,C,A,C,A,D,C,C,D,B,D,A,C,C,A,B,D,B,D,A,B,B,B,B,C,C,C
5693,B,D,C,A,B,D,B,B,C,B,B,D,A,A,B,D,C,C,B,B,C,B,B,D,A,D,D,A,B,C,D,A,C,B,C,D,C,D,D,B,A,D,C,D,D,B,C,B,C,A,A,A,B,A,C,B,B
